,Rk,G,Date,Unnamed: 3,Opp,W/L,Tm,Opp.1,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Unnamed: 18,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 23,eFG%.1,TOV%.1,DRB%,FT/FGA.1
7487,18,18,2016-11-27,,DEN,L,114,120,110.6,116.4,103.1,.404,.281,.544,48.4,30.6,4.9,11.7,,.466,9.5,18.8,.348,,.511,10.4,78.7,.326
7488,19,19,2016-11-30,,ATL,W,109,107,107.5,105.5,101.4,.281,.236,.545,50.6,37.5,10.8,6.3,,.506,13.0,28.3,.213,,.556,17.6,80.0,.090
7489,20,20,2016-12-03,@,GSW,L,109,138,109.5,138.6,99.5,.231,.352,.544,48.6,58.5,8.0,3.5,,.511,12.3,30.4,.176,,.718,15.5,78.6,.333
7490,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7491,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7492,21,21,2016-12-06,@,UTA,L,105,112,110.0,117.3,95.5,.298,.214,.553,53.9,35.9,5.2,0.0,,.500,15.2,29.3,.250,,.575,14.7,82.9,.384
7493,22,22,2016-12-07,,IND,L,94,109,94.0,109.0,100.0,.212,.388,.506,44.9,50.0,14.0,7.3,,.453,17.0,19.6,.200,,.494,15.8,72.1,.410
7494,23,23,2016-12-09,@,LAL,W,119,115,116.2,112.3,102.4,.221,.316,.571,47.3,57.8,7.8,13.1,,.542,6.3,18.8,.168,,.511,12.8,77.8,.299
7495,24,24,2016-12-11,,NOP,L,119,120,111.7,112.7,96.5,.271,.427,.554,53.8,47.7,5.6,5.3,,.531,13.0,28.6,.177,,.474,8.9,75.4,.289
7496,25,25,2016-12-13,,NYK,W,113,111,104.4,102.6,98.0,.355,.323,.525,58.7,34.2,8.3,9.1,,.457,13.7,33.3,.301,,.428,10.3,80.4,.289
7497,26,26,2016-12-15,,SAS,L,92,107,98.0,113.9,93.9,.212,.318,.495,41.2,44.1,9.6,5.2,,.459,12.3,21.2,.165,,.561,19.0,72.7,.324
7498,27,27,2016-12-17,@,OKC,L,101,114,105.3,118.8,95.9,.222,.244,.511,50.6,41.0,5.2,7.7,,.478,13.9,33.3,.167,,.549,11.9,73.0,.309
7499,28,28,2016-12-19,@,MIN,L,108,115,106.0,112.8,101.9,.427,.256,.554,45.3,43.2,10.8,7.5,,.506,14.9,21.1,.305,,.529,16.4,70.3,.279
7500,29,29,2016-12-21,,HOU,L,111,125,117.4,132.2,94.5,.215,.269,.545,54.3,45.5,7.4,12.5,,.522,7.3,33.3,.151,,.640,10.1,76.9,.174
7501,30,30,2016-12-23,,PHI,W,123,116,121.9,115.0,100.9,.468,.329,.645,60.6,59.5,6.9,11.5,,.608,17.3,35.5,.342,,.584,17.0,80.0,.229
7502,31,31,2016-12-26,@,HOU,L,115,131,102.9,117.2,111.8,.267,.297,.509,53.0,39.5,12.5,12.2,,.460,13.1,30.2,.218,,.582,16.0,78.7,.261
7503,32,32,2016-12-28,@,SAS,L,98,119,101.2,122.9,96.8,.324,.216,.579,41.8,55.6,11.4,5.7,,.534,19.9,18.9,.257,,.569,14.0,61.9,.230
7504,33,33,2016-12-29,,TOR,W,99,91,102.0,93.8,97.1,.277,.253,.532,52.2,54.1,10.3,8.3,,.500,17.7,26.1,.193,,.447,17.0,79.5,.320
7505,34,34,2016-12-31,@,UTA,L,86,91,95.8,101.4,89.8,.115,.195,.470,47.1,25.0,6.7,3.8,,.454,9.0,18.4,.080,,.534,15.5,84.2,.178
7506,35,35,2017-01-02,@,LAC,L,98,109,97.3,108.2,100.7,.216,.147,.439,48.5,56.4,10.9,6.3,,.392,9.7,32.8,.176,,.506,16.4,70.7,.350
7507,36,36,2017-01-03,,MIA,W,99,90,108.8,98.9,91.0,.286,.299,.571,53.3,58.3,7.7,10.3,,.526,17.2,31.7,.234,,.429,10.9,70.6,.132
7508,37,37,2017-01-05,@,DAL,W,102,95,116.3,108.3,87.7,.259,.200,.539,63.1,39.5,4.6,6.0,,.488,13.7,42.9,.224,,.513,10.4,83.3,.177
7509,38,38,2017-01-08,,CLE,L,116,120,123.1,127.3,94.3,.218,.310,.608,48.6,50.0,12.7,14.6,,.580,12.8,34.2,.172,,.628,18.1,63.9,.207
7510,39,39,2017-01-12,,DAL,L,108,113,114.8,120.1,94.1,.346,.231,.601,59.5,39.5,2.1,7.3,,.551,17.5,35.1,.282,,.567,8.5,81.0,.135
7511,40,40,2017-01-14,,SAS,W,108,105,115.9,112.7,93.2,.282,.247,.565,57.7,46.2,10.7,0.0,,.506,13.6,35.7,.259,,.570,15.7,83.3,.338
7512,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7513,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7514,41,41,2017-01-16,,UTA,L,101,106,111.5,117.0,90.6,.210,.272,.571,45.9,32.5,4.4,7.6,,.525,9.2,15.8,.198,,.506,7.4,70.2,.180
7515,42,42,2017-01-19,@,CLE,L,103,118,105.9,121.4,97.2,.365,.224,.522,56.1,62.2,10.3,9.3,,.459,12.4,31.9,.294,,.618,11.4,88.6,.153
7516,43,43,2017-01-21,@,NYK,W,107,105,117.1,114.9,91.4,.318,.282,.552,48.9,40.5,9.8,5.9,,.488,11.8,31.1,.282,,.511,11.1,66.7,.157
7517,44,44,2017-01-22,@,TOR,W,115,103,118.2,105.9,97.3,.354,.278,.630,56.3,50.0,6.2,1.8,,.563,14.1,20.0,.329,,.440,8.4,84.4,.361
7518,45,45,2017-01-24,,MIN,L,111,112,112.6,113.6,98.6,.372,.221,.555,51.2,52.6,7.1,6.0,,.483,13.0,28.9,.326,,.560,13.7,75.6,.214
7519,46,46,2017-01-26,@,DEN,L,120,127,128.4,135.9,93.4,.191,.270,.622,37.8,43.8,8.6,3.2,,.596,10.2,22.9,.157,,.564,10.6,51.3,.349
7520,47,47,2017-01-28,,DEN,L,112,123,110.2,121.1,101.6,.352,.231,.533,47.3,48.8,8.9,5.5,,.484,8.7,22.0,.264,,.538,12.4,78.0,.463
7521,48,48,2017-01-30,,MEM,L,96,115,101.5,121.5,94.6,.527,.257,.527,48.8,35.5,8.5,15.4,,.453,15.7,27.7,.392,,.588,15.8,74.4,.263
7522,49,49,2017-02-01,,LAC,L,114,124,112.1,122.0,101.7,.365,.208,.512,48.9,53.8,4.9,4.5,,.443,9.7,30.9,.302,,.547,9.0,77.1,.365
7523,50,50,2017-02-03,@,SAC,W,105,103,108.1,106.0,97.2,.455,.377,.568,47.6,34.4,7.2,5.2,,.494,10.6,14.0,.377,,.506,12.1,84.6,.200
7524,51,51,2017-02-04,,MIL,L,112,137,108.5,132.7,103.3,.330,.308,.537,47.6,57.9,8.7,4.6,,.478,13.3,28.6,.275,,.677,14.1,74.3,.317
7525,52,52,2017-02-06,@,NOP,L,106,111,99.8,104.5,106.2,.269,.290,.510,50.5,65.0,6.6,15.2,,.457,13.3,18.8,.226,,.505,11.3,81.6,.196
7526,53,53,2017-02-08,@,MEM,L,91,110,96.4,116.5,94.4,.391,.264,.446,52.9,44.8,12.7,10.4,,.362,12.8,37.5,.322,,.583,20.2,71.8,.361
7527,54,54,2017-02-10,,CHI,W,115,97,125.4,105.7,91.7,.137,.200,.571,51.2,52.1,4.4,11.9,,.547,7.4,31.0,.116,,.459,10.3,71.4,.209
7528,55,55,2017-02-11,@,HOU,L,102,133,95.0,123.9,107.3,.277,.234,.484,43.3,54.1,7.5,8.2,,.436,15.3,23.5,.213,,.600,17.1,65.2,.365
7529,56,56,2017-02-13,,NOP,L,108,110,104.9,106.8,103.0,.258,.247,.521,53.8,35.0,6.8,6.0,,.473,14.8,28.9,.215,,.526,14.6,85.7,.359
7530,57,57,2017-02-15,,LAL,W,137,101,128.9,95.0,106.3,.386,.273,.665,62.1,65.3,6.6,14.9,,.614,12.7,29.3,.330,,.425,10.2,87.0,.237
7531,58,58,2017-02-24,@,CHI,L,121,128,109.3,115.7,100.2,.269,.258,.582,48.3,55.1,7.2,8.3,,.570,14.8,18.6,.161,,.531,9.7,76.1,.245
7532,59,59,2017-02-26,@,MIL,L,96,100,100.6,104.8,95.4,.193,.169,.533,56.0,65.0,12.6,8.9,,.512,18.2,30.8,.133,,.553,18.5,83.3,.211
7533,60,60,2017-02-28,@,MEM,L,112,130,118.6,137.7,94.4,.289,.253,.599,45.1,51.2,6.4,8.2,,.560,11.4,22.9,.229,,.628,9.2,66.7,.256
7534,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7535,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7536,61,61,2017-03-02,,CHO,W,120,103,116.8,100.2,102.8,.325,.247,.682,55.3,65.2,7.8,12.7,,.643,17.0,13.8,.273,,.449,13.6,80.9,.258
7537,62,62,2017-03-03,,OKC,W,118,111,109.1,102.7,108.1,.348,.236,.575,48.9,63.6,9.2,13.5,,.522,14.2,20.0,.281,,.477,15.7,76.6,.322
7538,63,63,2017-03-05,,BOS,W,109,106,107.6,104.7,101.3,.277,.213,.517,48.1,38.1,6.9,20.8,,.468,9.4,20.0,.223,,.453,10.5,74.1,.341
7539,64,64,2017-03-07,,WAS,L,127,131,113.8,117.4,111.6,.375,.307,.619,52.7,52.3,4.5,11.1,,.574,15.6,20.5,.295,,.494,8.8,81.6,.467
7540,65,65,2017-03-09,,LAL,L,110,122,109.6,121.5,100.4,.275,.209,.539,56.3,47.6,7.0,14.1,,.495,15.7,39.1,.220,,.541,7.7,72.0,.163
7541,66,66,2017-03-11,@,DAL,W,100,98,107.0,104.9,93.4,.241,.253,.545,45.5,47.4,5.4,14.6,,.494,10.7,11.6,.217,,.439,12.6,77.8,.446
7542,67,67,2017-03-12,,POR,L,101,110,99.3,108.2,101.7,.215,.151,.496,45.6,48.8,4.9,4.7,,.468,8.1,13.0,.151,,.541,12.6,79.5,.198
7543,68,68,2017-03-15,,SAC,L,101,107,97.3,103.1,103.8,.131,.234,.446,49.5,55.8,8.7,16.9,,.430,10.3,28.6,.084,,.519,16.1,79.5,.316
7544,69,69,2017-03-17,,ORL,L,103,109,99.2,104.9,103.9,.345,.161,.514,53.3,47.4,8.7,11.0,,.448,13.8,25.5,.287,,.474,10.2,82.2,.188
7545,70,70,2017-03-19,@,DET,L,95,112,92.7,109.3,102.5,.303,.222,.423,42.7,45.7,9.8,6.0,,.384,3.4,17.7,.192,,.500,10.2,75.0,.217
7546,71,71,2017-03-21,@,MIA,L,97,112,94.8,109.5,102.3,.354,.195,.512,45.6,38.9,4.9,7.2,,.463,20.2,23.8,.256,,.495,11.7,64.6,.177
7547,72,72,2017-03-23,@,BRK,L,98,126,89.0,114.5,110.1,.366,.269,.454,45.0,47.1,12.7,4.5,,.403,15.0,25.4,.247,,.495,13.0,67.3,.337
7548,73,73,2017-03-24,@,BOS,L,120,130,109.8,119.0,109.3,.570,.221,.558,49.5,59.0,8.2,5.7,,.488,10.8,20.8,.419,,.543,12.1,76.5,.298
7549,74,74,2017-03-26,@,CHO,L,106,120,113.3,128.2,93.6,.272,.198,.584,48.8,61.0,6.4,5.3,,.543,11.7,19.5,.222,,.563,6.7,79.5,.253
7550,75,75,2017-03-28,@,ATL,L,91,95,87.3,91.1,104.2,.250,.323,.427,48.5,71.4,11.5,10.3,,.401,12.3,25.0,.146,,.435,16.3,79.1,.247
7551,76,76,2017-03-30,,LAC,L,118,124,116.5,122.4,101.3,.261,.250,.575,52.4,49.0,5.9,3.4,,.571,12.0,28.9,.141,,.625,12.8,81.1,.300
7552,77,77,2017-04-01,@,POR,L,117,130,115.2,128.0,101.6,.381,.119,.596,51.2,38.6,7.9,10.9,,.542,14.8,30.2,.310,,.549,10.2,73.2,.315
7553,78,78,2017-04-02,,HOU,L,116,123,105.6,111.9,109.9,.290,.340,.514,57.0,57.1,7.3,17.7,,.460,16.9,40.0,.240,,.540,12.0,75.0,.150
7554,79,79,2017-04-05,,GSW,L,111,120,105.5,114.0,105.2,.252,.262,.485,58.5,60.5,12.4,3.4,,.451,12.3,38.5,.175,,.579,13.1,83.3,.191
7555,80,80,2017-04-07,,OKC,W,120,99,134.6,111.1,89.1,.373,.217,.621,48.4,37.2,6.7,9.7,,.566,6.8,31.6,.313,,.408,7.8,60.0,.261
7556,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7557,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7558,81,81,2017-04-09,,DAL,W,124,111,129.8,116.2,95.5,.400,.238,.659,49.4,59.1,6.3,7.7,,.600,11.3,22.9,.350,,.505,8.7,67.3,.134
7559,82,82,2017-04-11,@,SAC,L,104,129,98.3,121.9,105.8,.220,.275,.435,46.6,46.3,7.6,4.7,,.413,7.0,27.7,.128,,.572,11.3,78.9,.410
7560,1,1,2016-10-25,,UTA,W,113,104,124.8,114.9,90.5,.293,.253,.667,52.3,56.4,5.5,5.2,,.607,12.4,16.7,.293,,.537,11.0,82.9,.195
7561,2,2,2016-10-27,,LAC,L,106,114,105.2,113.1,100.8,.376,.212,.535,50.0,46.2,4.0,6.5,,.482,12.4,21.4,.282,,.451,5.9,72.2,.352
7562,3,3,2016-10-29,@,DEN,W,115,113,100.3,98.5,103.9,.214,.327,.536,42.5,51.1,8.7,10.4,,.510,12.3,10.0,.153,,.410,12.7,71.4,.310
7563,4,4,2016-11-01,,GSW,L,104,127,98.8,120.6,105.3,.244,.453,.546,41.6,62.2,11.4,6.3,,.512,15.9,13.6,.186,,.618,13.9,78.8,.191
7564,5,5,2016-11-02,@,PHO,L,115,118,102.9,105.6,101.2,.208,.327,.522,47.3,59.5,7.2,9.2,,.475,11.3,18.2,.188,,.451,9.4,75.4,.243
7565,6,6,2016-11-04,@,DAL,W,105,95,109.8,99.4,95.6,.325,.388,.574,48.8,58.3,9.4,5.5,,.525,13.3,15.9,.263,,.470,11.6,83.3,.205
7566,7,7,2016-11-06,@,MEM,W,100,94,109.1,102.5,91.7,.380,.465,.603,45.7,59.4,7.6,9.1,,.549,15.3,13.5,.310,,.420,12.0,72.7,.321
7567,8,8,2016-11-08,,PHO,W,124,121,122.1,119.1,101.6,.346,.383,.664,46.1,48.9,4.9,6.2,,.642,17.6,21.2,.247,,.541,13.7,65.1,.326
7568,9,9,2016-11-09,@,LAC,L,80,111,85.5,118.6,93.6,.159,.341,.425,46.1,51.6,4.3,5.5,,.386,12.9,21.2,.136,,.500,6.5,72.0,.276
7569,10,10,2016-11-11,,SAC,W,122,120,120.4,118.5,91.7,.314,.384,.623,42.9,64.4,7.9,6.0,,.599,10.1,16.7,.221,,.523,12.7,69.0,.318
7570,11,11,2016-11-13,,DEN,W,112,105,110.3,103.4,101.6,.323,.293,.495,42.7,53.8,7.9,12.9,,.434,5.8,24.6,.263,,.456,14.8,65.2,.242
7571,12,12,2016-11-15,,CHI,L,88,113,90.3,115.9,97.5,.189,.358,.428,42.2,50.0,8.2,5.1,,.405,9.7,23.8,.116,,.454,8.3,64.2,.245
7572,13,13,2016-11-17,@,HOU,L,109,126,109.7,126.8,99.3,.233,.311,.549,43.2,58.5,6.0,6.3,,.511,10.8,21.3,.189,,.558,10.9,64.6,.211
7573,14,14,2016-11-18,@,NOP,L,101,113,104.3,116.7,96.8,.295,.386,.508,56.5,57.6,2.1,1.7,,.443,12.3,26.5,.261,,.604,8.1,97.2,.171
7574,15,15,2016-11-20,@,BRK,W,129,109,128.3,108.4,100.5,.247,.424,.684,58.1,46.9,4.0,12.1,,.665,13.7,24.2,.188,,.452,7.8,79.2,.269
7575,16,16,2016-11-22,@,NYK,L,103,107,103.5,107.5,99.5,.302,.256,.529,50.6,47.4,5.0,7.5,,.477,14.1,25.0,.244,,.516,11.6,76.7,.083
7576,17,17,2016-11-23,@,CLE,L,125,137,127.1,139.3,98.3,.211,.322,.635,48.1,57.4,6.1,11.1,,.594,8.4,22.0,.200,,.650,8.9,76.3,.222
7577,18,18,2016-11-25,,NOP,W,119,104,117.9,103.0,100.9,.170,.320,.554,60.5,63.8,6.9,9.4,,.530,9.3,27.3,.130,,.559,13.6,95.2,.250
7578,19,19,2016-11-27,,HOU,L,114,130,117.0,133.4,97.5,.349,.398,.595,49.3,60.0,7.2,4.3,,.554,12.8,21.6,.265,,.665,10.4,79.4,.256
7579,20,20,2016-11-30,,IND,W,131,109,139.3,115.9,94.1,.202,.340,.640,55.6,56.9,13.8,3.4,,.606,5.5,33.3,.181,,.542,14.6,86.7,.431
7580,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7581,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7582,21,21,2016-12-03,,MIA,W,99,92,105.1,97.6,94.2,.270,.270,.497,50.5,52.8,6.4,14.1,,.455,7.4,24.0,.202,,.477,12.3,81.4,.116
7583,22,22,2016-12-05,@,CHI,W,112,110,116.0,113.9,96.5,.194,.258,.555,43.2,55.6,9.3,13.3,,.532,8.2,22.2,.140,,.464,13.1,65.1,.398
7584,23,23,2016-12-07,@,MIL,L,107,115,110.8,119.1,96.6,.224,.471,.573,51.8,67.6,7.2,7.5,,.535,13.8,21.7,.188,,.584,9.7,87.2,.325
7585,24,24,2016-12-08,@,MEM,L,86,88,90.4,92.5,95.1,.488,.341,.432,47.3,52.0,6.3,4.5,,.348,10.8,23.2,.354,,.391,10.7,72.2,.230
7586,25,25,2016-12-10,@,IND,L,111,118,116.2,123.6,95.5,.195,.451,.623,51.3,55.0,6.3,7.4,,.585,16.0,23.7,.183,,.572,12.0,76.2,.277
7587,26,26,2016-12-12,@,LAC,L,120,121,124.4,125.5,96.4,.287,.241,.612,52.5,56.8,6.2,10.6,,.563,13.3,34.2,.253,,.534,10.6,69.0,.292
7588,27,27,2016-12-13,,OKC,W,114,95,117.3,97.7,97.2,.338,.288,.620,46.3,53.5,11.3,15.0,,.588,13.2,22.9,.250,,.425,17.5,64.4,.241
7589,28,28,2016-12-15,@,DEN,L,120,132,116.5,128.2,103.0,.409,.261,.578,53.2,53.7,5.8,7.5,,.511,11.9,32.6,.341,,.601,13.1,83.9,.369
7590,29,29,2016-12-17,@,GSW,L,90,135,90.1,135.2,99.8,.233,.326,.475,35.6,47.1,7.0,6.8,,.442,10.4,13.0,.163,,.667,13.2,72.7,.218
7591,30,30,2016-12-20,@,SAC,L,121,126,128.3,133.6,94.3,.465,.326,.584,56.9,68.2,5.3,8.2,,.535,7.2,35.7,.337,,.625,9.9,86.7,.500
7592,31,31,2016-12-21,,DAL,L,95,96,105.4,106.5,90.2,.389,.375,.563,53.1,46.9,6.7,7.7,,.514,16.8,24.3,.292,,.464,9.7,77.3,.229
7593,32,32,2016-12-23,,SAS,L,90,110,104.3,127.5,86.3,.203,.380,.523,42.3,60.0,9.3,3.4,,.519,14.8,23.8,.101,,.577,12.1,63.9,.256
7594,33,33,2016-12-26,,TOR,L,91,95,92.5,96.6,98.4,.217,.277,.500,50.9,62.9,8.1,6.6,,.470,16.5,22.4,.157,,.400,10.2,75.4,.200
7595,34,34,2016-12-28,,SAC,W,102,89,110.4,96.3,92.4,.297,.338,.609,53.6,54.3,6.5,7.8,,.554,15.2,13.2,.270,,.449,11.0,87.0,.228
7596,35,35,2016-12-30,@,SAS,L,94,110,101.8,119.2,92.3,.273,.260,.545,34.2,54.3,10.8,5.4,,.494,11.3,5.1,.234,,.571,15.2,67.6,.269
7597,36,36,2017-01-01,@,MIN,W,95,89,100.1,93.8,94.9,.384,.301,.557,46.6,36.1,10.5,12.5,,.534,14.1,10.5,.233,,.443,14.4,74.0,.138
7598,37,37,2017-01-04,@,GSW,L,117,125,112.5,120.1,104.0,.315,.292,.577,53.0,57.5,7.7,9.8,,.517,14.4,26.2,.281,,.580,13.1,80.5,.276
7599,38,38,2017-01-05,,LAL,W,118,109,120.0,110.8,98.4,.370,.407,.626,54.0,67.4,6.1,9.1,,.605,12.1,21.1,.247,,.477,9.9,79.6,.314
7600,39,39,2017-01-08,,DET,L,124,125,112.1,113.0,91.5,.122,.357,.600,50.6,70.6,4.5,6.3,,.597,13.4,16.7,.071,,.552,7.5,85.4,.086
7601,40,40,2017-01-10,@,LAL,W,108,87,115.5,93.1,93.5,.235,.247,.576,56.8,58.1,6.4,15.3,,.547,10.5,23.7,.176,,.440,9.6,82.0,.169
7602,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7603,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7604,41,41,2017-01-11,,CLE,W,102,86,109.4,92.2,93.3,.172,.323,.510,51.5,72.5,6.4,17.3,,.484,8.3,27.1,.129,,.396,13.7,74.5,.256
7605,42,42,2017-01-13,,ORL,L,109,115,109.7,115.7,99.4,.258,.351,.505,48.9,48.7,6.0,13.8,,.454,7.7,25.0,.216,,.554,13.7,77.5,.277
7606,43,43,2017-01-16,@,WAS,L,101,120,104.4,124.1,96.7,.284,.295,.510,46.9,59.5,6.2,7.9,,.466,13.2,26.4,.216,,.564,11.0,72.1,.267
7607,44,44,2017-01-18,@,CHO,L,85,107,88.0,110.8,96.6,.117,.330,.430,49.5,54.5,10.4,19.7,,.394,13.2,25.9,.117,,.534,11.3,81.4,.161
7608,45,45,2017-01-20,@,PHI,L,92,93,91.9,92.9,100.1,.315,.213,.454,46.5,48.5,8.0,9.5,,.404,11.4,23.1,.225,,.457,16.1,72.3,.098
7609,46,46,2017-01-21,@,BOS,W,127,123,117.2,113.5,98.1,.391,.272,.589,44.0,60.5,11.1,7.0,,.522,11.5,21.4,.337,,.527,16.6,66.7,.283
7610,47,47,2017-01-25,,LAL,W,105,98,107.2,100.0,98.0,.222,.167,.531,49.0,39.5,5.1,6.3,,.500,10.0,19.6,.167,,.452,11.5,74.1,.138
7611,48,48,2017-01-27,,MEM,W,112,109,123.6,120.3,90.6,.259,.432,.621,44.0,63.2,2.2,5.9,,.568,11.7,20.0,.247,,.539,10.7,71.4,.338
7612,49,49,2017-01-29,,GSW,L,111,113,106.7,108.6,104.1,.129,.290,.565,51.9,56.5,10.6,3.8,,.548,15.5,22.5,.097,,.506,15.8,80.5,.418
7613,50,50,2017-01-31,,CHO,W,115,98,117.1,99.8,98.2,.247,.333,.558,54.8,54.8,8.1,3.8,,.511,7.2,22.0,.215,,.464,8.7,93.0,.253
7614,51,51,2017-02-03,,DAL,L,104,108,116.7,121.2,89.1,.227,.341,.537,55.0,40.0,3.4,8.9,,.506,8.5,26.1,.170,,.586,4.4,94.1,.250
7615,52,52,2017-02-05,@,OKC,L,99,105,101.4,107.5,97.6,.241,.322,.514,44.0,42.9,6.1,5.0,,.460,11.1,22.0,.218,,.429,9.8,66.0,.214
7616,53,53,2017-02-07,@,DAL,W,114,113,123.3,122.2,92.4,.279,.326,.590,64.7,40.5,6.5,4.3,,.552,13.4,39.1,.221,,.573,7.3,94.9,.360
7617,54,54,2017-02-09,,BOS,L,111,120,118.0,127.6,94.1,.403,.338,.612,48.8,59.0,4.3,9.8,,.565,14.2,25.6,.312,,.538,7.2,68.9,.242
7618,55,55,2017-02-13,,ATL,L,104,109,100.2,105.0,94.0,.243,.408,.456,55.9,59.5,3.9,7.3,,.437,10.9,32.8,.136,,.434,8.0,86.3,.446
7619,56,56,2017-02-15,@,UTA,L,88,111,93.5,118.0,94.1,.253,.278,.501,47.1,43.8,9.6,5.1,,.462,15.4,19.6,.190,,.586,13.3,78.0,.198
7620,57,57,2017-02-23,@,ORL,W,112,103,111.5,102.5,100.5,.333,.222,.603,52.9,48.8,8.0,10.9,,.562,17.0,25.0,.259,,.436,11.9,73.5,.326
7621,58,58,2017-02-26,@,TOR,L,106,112,113.7,120.1,93.2,.443,.266,.561,50.0,45.7,6.4,8.6,,.500,8.7,19.0,.342,,.583,10.0,86.1,.269
7622,59,59,2017-02-28,@,DET,L,113,120,105.5,112.0,97.0,.262,.298,.603,51.0,56.8,4.7,6.3,,.583,20.4,20.0,.179,,.466,5.6,72.4,.221
7623,60,60,2017-03-02,,OKC,W,114,109,117.8,112.7,96.7,.443,.316,.604,52.9,48.7,9.3,12.3,,.557,12.9,24.3,.329,,.459,10.7,75.0,.349
7624,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7625,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7626,61,61,2017-03-04,,BRK,W,130,116,133.1,118.7,97.7,.256,.291,.679,54.4,59.2,9.2,10.7,,.663,11.1,20.7,.186,,.605,12.2,79.5,.140
7627,62,62,2017-03-07,@,OKC,W,126,121,130.1,125.0,96.8,.318,.271,.650,48.0,51.1,7.2,8.3,,.618,10.2,30.8,.247,,.576,14.8,66.7,.271
7628,63,63,2017-03-09,,PHI,W,114,108,109.8,104.0,94.1,.375,.239,.556,55.6,62.5,7.7,18.5,,.489,15.6,33.3,.318,,.495,13.5,76.5,.160
7629,64,64,2017-03-11,,WAS,L,124,125,118.3,119.3,94.9,.170,.340,.614,48.3,54.2,3.8,7.7,,.596,12.2,15.9,.128,,.589,9.7,80.0,.211
